NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
Beautiful Entire 2 BR Apt. In Most Convenient Spot,35058728651,verified,Sue,Manhattan,Upper West Side,40.78968,-73.9773,United States,US,True,flexible,Entire home/apt,2022.0,239.0,48.0,2,16,2021-10-17,0,5.0,1.0,22,,2110
FALL BACK TO GREENPOINT,47704697718,unconfirmed,Evelyn,Brooklyn,Greenpoint,40.72295,-73.94579,United States,US,True,strict,Entire home/apt,2012.0,59.0,12.0,30,21,2021-10-17,0,2.0,1.0,139,,2110
Awesome Private Room in Vibrant Bronx,59924695181,verified,Migdalia,Bronx,Soundview,40.82502,-73.86046,United States,US,True,moderate,Private room,2021.0,1023.0,205.0,3,38,2021-10-17,0,5.0,2.0,64,,2110
The High Tide 2BR with Redecorated Living Room  #3,49201118215,unconfirmed,Adam,Queens,Rockaway Beach,40.58597,-73.81867,United States,US,False,moderate,Entire home/apt,2009.0,440.0,88.0,2,51,2021-10-17,1,5.0,9.0,305,,2110
2 Bedroom Refuge w/ Private Bath & Living Room,4737035178,verified,Julia,Bronx,City Island,40.83782,-73.78332,United States,US,True,moderate,Private room,2007.0,311.0,62.0,1,26,2021-10-17,0,5.0,2.0,363,,2110
Kasa da Kura Queen Suite (Cat Lovers Only),2426400925,verified,Karina,Brooklyn,Bedford-Stuyvesant,40.68937,-73.93714,United States,US,False,moderate,Private room,2022.0,240.0,48.0,30,8,2021-10-17,0,3.0,4.0,337,,2110
Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,4866101974,unconfirmed,Momoyo,Queens,Woodside,40.74606,-73.89966,United States,US,True,flexible,Private room,2017.0,754.0,151.0,30,1,2021-10-17,0,3.0,126.0,44,,2110
(4B) Gorgeous 2 Bedroom Close to Central Park,74149921601,unconfirmed,Isaac,Manhattan,East Harlem,40.79578,-73.94563,United States,US,False,moderate,Entire home/apt,2014.0,189.0,38.0,30,6,2021-10-17,0,4.0,17.0,355,,2110
Cozy Apartment in Quiet Neighborhood,16902372238,verified,Bobbie Ysabel,Bronx,Throgs Neck,40.81634,-73.81864,United States,US,True,flexible,Entire home/apt,2015.0,533.0,107.0,2,33,2021-10-17,1,3.0,1.0,66,,2110
（201）private room in downtown Flushing近地铁奢华舒适整洁大床房,50577082137,unconfirmed,Sincere,Queens,Flushing,40.76496,-73.83085,United States,US,True,flexible,Private room,2013.0,216.0,43.0,30,8,2021-10-17,0,4.0,1.0,365,,2110
Luxury 2 Bedroom 2 Bath Townhouse in Manhattan,88168096954,unconfirmed,Tammy,Manhattan,Harlem,40.81463,-73.94214,United States,US,False,moderate,Entire home/apt,2022.0,740.0,148.0,30,1,2021-10-17,0,2.0,10.0,196,,2110
Beautiful King Bed Hotel Room,41935910207,verified,Justin,Manhattan,Financial District,40.70599,-74.00565,United States,US,False,strict,Private room,2014.0,585.0,117.0,1,33,2021-10-17,2,5.0,102.0,52,,2110
Double Room with Private Bath- 308,45133018500,unconfirmed,Ruth,Manhattan,Midtown,40.74336,-73.9821,United States,US,False,moderate,Private room,2016.0,305.0,61.0,30,4,2021-10-17,0,3.0,24.0,338,,2110
Modern Prime Lower East East ~BRAND NEW 1br Apt~,43920469913,verified,Jt,Manhattan,Lower East Side,40.71916,-73.98623,United States,US,False,moderate,Entire home/apt,2017.0,1101.0,220.0,30,4,2021-10-17,0,2.0,59.0,89,,2110
NYC Boutique Two Bedroom Apartment,17299062841,unconfirmed,MasonStays,Brooklyn,Canarsie,40.64089,-73.91258,United States,US,False,strict,Entire home/apt,2016.0,640.0,128.0,3,7,2021-10-17,0,4.0,1.0,180,,2110
"2Brd Williamsburg Apt, 1 Stop From Manhattan",58736822205,unconfirmed,Evans,Brooklyn,Williamsburg,40.71991,-73.95636,United States,US,True,moderate,Entire home/apt,2008.0,354.0,71.0,1,10,2021-10-17,0,5.0,2.0,0,,2110
Bright & spacious apt in convenient location.,77116394642,unconfirmed,Janice,Queens,Ozone Park,40.67546,-73.84403,United States,US,True,strict,Entire home/apt,2012.0,306.0,61.0,28,19,2021-10-17,2,4.0,1.0,31,,2110
Two Private Rooms Next To Central Park - 28,42895725709,unconfirmed,Richard,Manhattan,Upper West Side,40.80298,-73.96511,United States,US,False,flexible,Private room,2007.0,1067.0,213.0,2,4,2021-10-17,0,5.0,56.0,86,,2110
Vicky’s house,10532867811,unconfirmed,Vasiliqi,Queens,Astoria,40.76961,-73.91247,United States,US,True,strict,Entire home/apt,2012.0,430.0,86.0,3,10,2021-10-17,0,2.0,2.0,299,,2110
shrimpy: 70s lounge boat in rockaway,56155350093,verified,Brooke,Queens,Arverne,40.59435,-73.78871,United States,US,True,strict,Entire home/apt,2011.0,1081.0,216.0,2,16,2021-10-17,1,5.0,1.0,364,,2110
Room with private bath in luxury building Bushwick,89876165424,unconfirmed,Dario,Brooklyn,Bushwick,40.70046,-73.93264,United States,US,False,moderate,Private room,2021.0,159.0,32.0,30,1,2021-10-17,0,2.0,1.0,0,,2110
"Great for families! By Central park, Time Square & Dining",74411121711,verified,La Quinta Central Park,Manhattan,Upper West Side,40.77738,-73.97879,United States,US,False,strict,Private room,2006.0,1118.0,224.0,1,1,2021-10-17,0,2.0,6.0,300,,2110
Beautiful Private ROOM - Shared Kitchen,67682103713,unconfirmed,Alex,Manhattan,Hell's Kitchen,40.75549,-73.99371,United States,US,True,strict,Private room,2016.0,338.0,68.0,30,1,2021-10-17,0,3.0,50.0,364,,2110
"Cozy room@Queens! Same area W/Target,Costco, IKEA",85128874708,unconfirmed,Hiroki,Queens,Rego Park,40.72619,-73.85744,United States,US,False,moderate,Private room,2011.0,932.0,186.0,30,1,2021-10-17,0,2.0,152.0,16,,2110
Amazing Private ROOM close to Vessel,97386916064,verified,Alex,Manhattan,Hell's Kitchen,40.7569,-73.99363,United States,US,False,moderate,Private room,2005.0,1067.0,213.0,30,1,2021-10-17,0,5.0,50.0,364,,2110
Very quiet residential area with parking available on the street,70743058331,verified,Claudia,Staten Island,Graniteville,40.61264,-74.15086,United States,US,False,moderate,Private room,2011.0,509.0,102.0,5,5,2021-10-17,0,2.0,1.0,184,,2110
Historic Glamour in the Heart Of BK,67929046922,verified,Danielle,Brooklyn,Prospect Heights,40.68087,-73.97462,United States,US,False,moderate,Entire home/apt,2003.0,940.0,188.0,1,1,2021-10-17,0,5.0,1.0,90,,2110
Shoreham Hotel - Spacious Room in the Heart of Midtown!,89038996732,verified,Shoreham,Manhattan,Midtown,40.76222,-73.97535,United States,US,False,moderate,Entire home/apt,2019.0,656.0,131.0,1,1,2021-10-17,0,3.0,44.0,364,,2110
Prime Williamsburg Location w/Home Office,35101270644,unconfirmed,Laura,Brooklyn,Williamsburg,40.71789,-73.9589,United States,US,False,strict,Entire home/apt,2010.0,516.0,103.0,30,21,2021-10-16,0,2.0,1.0,11,,2110
One Bedroom: Live in the Lower East Side! #10243,15535424034,unconfirmed,Andreas,Manhattan,Lower East Side,40.72026,-73.98721,United States,US,False,strict,Entire home/apt,2013.0,717.0,143.0,30,12,2021-10-16,0,4.0,1.0,0,,2110
DOUBLE SHARED BATHROOM,27735632797,unconfirmed,Reservation Desk,Manhattan,Gramercy,40.73492,-73.98454,United States,US,False,moderate,Private room,2005.0,1116.0,223.0,30,6,2021-10-16,0,4.0,14.0,335,,2110
Modern Home with Exposed Brick on a Quiet Street,20506307486,unconfirmed,David,Brooklyn,Bushwick,40.70141,-73.92215,United States,US,False,strict,Private room,2015.0,88.0,18.0,1,29,2021-10-16,0,4.0,1.0,88,,2110
Elegant room in Harlem,52112547027,unconfirmed,Devon,Manhattan,Harlem,40.82372,-73.94546,United States,US,False,moderate,Private room,2011.0,528.0,106.0,30,6,2021-10-16,0,4.0,7.0,329,,2110
Arden St,52664395217,verified,Kate,Manhattan,Inwood,40.86425,-73.92965,United States,US,True,strict,Entire home/apt,2014.0,1175.0,235.0,3,7,2021-10-16,0,4.0,1.0,114,,2110
"Bright 1BR Apt, Balcony, Roof, W/D in unit",61456845133,verified,Francois-Xavier,Brooklyn,Williamsburg,40.71186,-73.94548,United States,US,False,strict,Entire home/apt,2011.0,886.0,177.0,30,4,2021-10-16,0,5.0,1.0,138,,2110
"SPACIOUS PRIVATE ROOM!!!, 30 mins to Manhattan",522848252,unconfirmed,Lokman,Brooklyn,Midwood,40.62763,-73.96342,United States,US,False,strict,Private room,2010.0,301.0,60.0,1,27,2021-10-16,2,4.0,2.0,0,,2110
Stop&Rest.Eat&Sleep. For busy bodies on the move.,13455422960,unconfirmed,Lion,Queens,Jamaica,40.69543,-73.79585,United States,US,True,flexible,Private room,2012.0,563.0,113.0,1,25,2021-10-16,1,2.0,2.0,355,,2110
"Bright, Sunny, and Nice studio apartment",43846398726,unconfirmed,Bridge,Manhattan,Upper East Side,40.7597,-73.96072,United States,US,True,strict,Entire home/apt,2012.0,548.0,110.0,30,1,2021-10-16,0,4.0,16.0,93,,2110
East Williamsburg Sanctuary,17061138682,verified,Ashley,Brooklyn,Williamsburg,40.70663,-73.94315,United States,US,True,flexible,Private room,2009.0,625.0,125.0,1,7,2021-10-16,1,2.0,1.0,87,,2110
NEW Luxury Studio ~Prime Location ~W&D in unit ~,13004557428,verified,Jt,Manhattan,Upper East Side,40.77203,-73.95703,United States,US,False,flexible,Entire home/apt,2007.0,1073.0,215.0,30,4,2021-10-16,0,5.0,59.0,103,,2110
"Home For Medical Professionals - ""Paresthesia""",36787543250,verified,Stat,Brooklyn,Bushwick,40.70315,-73.91472,United States,US,False,strict,Private room,2003.0,1051.0,210.0,6,1,2021-10-16,0,5.0,52.0,190,,2110
Large private Room with loveseat & comfortable bed,10035123712,verified,Anderson,Bronx,Clason Point,40.8154,-73.86496,United States,US,True,moderate,Private room,2018.0,766.0,153.0,5,4,2021-10-16,0,5.0,2.0,364,,2110
Beautiful apartment 1 bedroom at Brooklyn,27714832333,verified,Ricardo,Brooklyn,Brighton Beach,40.58185,-73.96412,United States,US,True,moderate,Entire home/apt,2008.0,412.0,82.0,3,1,2021-10-16,0,2.0,1.0,335,,2110
Large Room in Garden Duplex,65759025233,verified,Karen,Brooklyn,Park Slope,40.67562,-73.98259,United States,US,True,moderate,Private room,2016.0,962.0,192.0,2,19,2021-10-15,0,2.0,2.0,277,,2110
A Lovely 2br in Chelsea,43323182072,unconfirmed,Nikhil,Manhattan,Chelsea,40.7399,-74.0021,United States,US,True,flexible,Entire home/apt,2010.0,753.0,151.0,30,83,2021-10-15,0,4.0,1.0,364,,2110
"Home For Medical Professionals - ""Dysania""",12994402086,unconfirmed,Stat,Brooklyn,East Flatbush,40.65941,-73.93545,United States,US,True,moderate,Private room,2008.0,305.0,61.0,6,2,2021-10-15,0,3.0,52.0,260,,2110
521 West 48-BEAUTIFUL STUDIO NEAR TIMEs SQUARE,58933525532,unconfirmed,Jeniffer,Manhattan,Hell's Kitchen,40.76411,-73.99371,United States,US,False,moderate,Entire home/apt,2022.0,986.0,197.0,30,9,2021-10-15,0,3.0,186.0,351,,2110
Beautifull Top floor Beach House,53409894244,unconfirmed,Joe,Queens,Belle Harbor,40.58029,-73.84113,United States,US,True,moderate,Entire home/apt,2006.0,331.0,66.0,30,123,2021-10-15,1,4.0,7.0,305,,2110
Bright & Beautiful TRUE1BDRM HEART of West Village,82389385489,unconfirmed,Cannon,Manhattan,West Village,40.73498,-74.00124,United States,US,True,flexible,Entire home/apt,2004.0,1198.0,240.0,30,49,2021-10-15,0,4.0,1.0,155,,2110
"Cozy room, minutes from Manhattan, close to all!",78601911844,unconfirmed,Maria,Queens,Maspeth,40.73695,-73.90481,United States,US,True,flexible,Private room,2017.0,97.0,19.0,2,65,2021-10-15,1,5.0,1.0,0,,2110
Big Apple Slice of History with Breakfast Included,41482874509,unconfirmed,Carmen,Manhattan,East Village,40.72567,-73.97768,United States,US,False,flexible,Private room,2009.0,916.0,183.0,30,50,2021-10-15,1,5.0,1.0,43,,2110
Brooklyn BedStuy Apt close to Subway and Downtown,70714158065,unconfirmed,Olivia,Brooklyn,Bedford-Stuyvesant,40.68225,-73.94667,United States,US,False,strict,Private room,2015.0,971.0,194.0,2,42,2021-10-15,1,2.0,1.0,32,,2110
"Sunny private bedroom in Bushwick, 20min to Mnhttn",97125223440,verified,Anton,Brooklyn,Bedford-Stuyvesant,40.6934,-73.92966,United States,US,True,flexible,Private room,2013.0,1030.0,206.0,4,17,2021-10-15,0,4.0,3.0,77,,2110
Luxury 3BR 2BTH in Murray Hill,87156348189,unconfirmed,Avi,Manhattan,Murray Hill,40.74424,-73.9737,United States,US,True,strict,Entire home/apt,2009.0,740.0,148.0,35,1,2021-10-15,0,2.0,63.0,302,,2110
@Ferry Huge Private Loft 2Beds,10629353294,verified,Dine,Staten Island,St. George,40.64633,-74.07951,United States,US,False,moderate,Private room,2021.0,446.0,89.0,4,2,2021-10-15,0,4.0,8.0,232,,2110
CONTACT B4 you BOOK! Nice apt!2 blocks fromTSquare,10322427145,verified,Aleks,Manhattan,Hell's Kitchen,40.76425,-73.98764,United States,US,True,flexible,Entire home/apt,2014.0,399.0,80.0,30,2,2021-10-15,0,5.0,3.0,223,,2110
NYC's newest boutique Hotel.,33152561302,unconfirmed,Bill,Manhattan,Midtown,40.750374,-73.983665,United States,US,True,moderate,Private room,2007.0,312.0,62.0,1,9,2021-10-15,1,3.0,23.0,27,,2110
1BR in charming Downtown Apt,24653427673,unconfirmed,Stefan,Manhattan,Lower East Side,40.71885,-73.98795,United States,US,True,strict,Private room,2019.0,710.0,142.0,7,42,2021-10-14,0,5.0,1.0,19,,2110
Quiet 2 Bedrm w 3 Beds-ProspectPark,6472301041,unconfirmed,Ro,Brooklyn,Prospect-Lefferts Gardens,40.65974,-73.94792,United States,US,True,strict,Entire home/apt,2011.0,800.0,160.0,4,34,2021-10-14,0,5.0,2.0,354,,2110
Minimal style bedroom close to Manhattan,52264717236,verified,Theodoros,Queens,Ditmars Steinway,40.76977,-73.90849,United States,US,True,flexible,Private room,2022.0,771.0,154.0,3,19,2021-10-14,0,5.0,2.0,20,,2110
"Lovely, Clean & Spacious. Your Own Woodside Room!",92738987673,verified,Kaz,Queens,Woodside,40.74468,-73.9101,United States,US,True,strict,Private room,2022.0,1110.0,222.0,30,3,2021-10-14,0,5.0,161.0,336,,2110
Don’s Home,18860633132,unconfirmed,Clarabel,Queens,College Point,40.7915,-73.84947,United States,US,True,moderate,Entire home/apt,2008.0,158.0,32.0,2,39,2021-10-14,1,4.0,1.0,360,,2110
Private small room with a queen bed near LGA,10122815760,verified,Jma,Queens,East Elmhurst,40.76523,-73.87308,United States,US,True,strict,Private room,2018.0,1015.0,203.0,30,78,2021-10-14,2,4.0,5.0,61,,2110
Spectacularly Comfy Room in Brooklyn w/AC & WiFi,73573632505,verified,Nyoh,Brooklyn,Bedford-Stuyvesant,40.68532,-73.93062,United States,US,True,flexible,Private room,2020.0,1154.0,231.0,30,1,2021-10-14,0,2.0,3.0,276,,2110
Love 6,97209647535,verified,Shu,Brooklyn,Sunset Park,40.64489,-74.00689,United States,US,True,moderate,Private room,2012.0,586.0,117.0,1,9,2021-10-14,0,5.0,8.0,362,,2110
Single room in All-Inclusive Colivng Apt,80926841584,verified,SharedEasy,Manhattan,Upper West Side,40.79862,-73.95986,United States,US,False,moderate,Private room,2006.0,1005.0,201.0,30,2,2021-10-14,0,5.0,7.0,195,,2110
Cozy stay in Brooklyn greenwood,40785178238,unconfirmed,Julio,Brooklyn,Sunset Park,40.65552,-74.00462,United States,US,False,moderate,Entire home/apt,2007.0,345.0,69.0,3,1,2021-10-14,0,3.0,1.0,0,,2110
Bungalow in Kips Bay with patio. Child friendly,60129511348,unconfirmed,Zak,Manhattan,Midtown,40.7459,-73.98045,United States,US,True,moderate,Entire home/apt,2017.0,140.0,28.0,7,1,2021-10-14,0,3.0,1.0,68,,2110
Soho Penthouse - long term or shared okay,673839533,unconfirmed,Elio,Manhattan,Nolita,40.72207,-73.99404,United States,US,True,moderate,Entire home/apt,2020.0,449.0,90.0,3,1,2021-10-14,0,4.0,1.0,146,,2110
Incredible studio rental in Manhattan 😍,46364385232,unconfirmed,Danilo,Manhattan,East Harlem,40.79755,-73.93353,United States,US,True,flexible,Entire home/apt,2013.0,441.0,88.0,30,1,2021-10-14,0,5.0,3.0,271,,2110
Spacious Bedroom in Heart of Authentic Brooklyn.,787264162,unconfirmed,Mary,Brooklyn,Midwood,40.62136,-73.96514,United States,US,False,flexible,Private room,2019.0,899.0,180.0,20,1,2021-10-14,0,2.0,1.0,0,,2110
Midtown cozy convenient,88729778578,verified,Tracy,Manhattan,Murray Hill,40.74564,-73.97782,United States,US,False,moderate,Private room,2013.0,1135.0,227.0,30,142,2021-10-13,1,2.0,1.0,153,,2110
[203] 5 min WALK to Times Square,12584269368,verified,Akiko & Cindy,Manhattan,Hell's Kitchen,40.76179,-73.99074,United States,US,True,strict,Private room,2011.0,792.0,158.0,28,208,2021-10-13,2,4.0,9.0,346,,2110
[305] 5 min WALK to Times Square!,93764858449,verified,Akiko & Cindy,Manhattan,Hell's Kitchen,40.76181,-73.98969,United States,US,False,moderate,Private room,2007.0,821.0,164.0,28,181,2021-10-13,2,5.0,9.0,364,,2110
Large Luxury Studio with a view,30417937642,verified,Shosh,Manhattan,East Harlem,40.80243,-73.9373,United States,US,True,flexible,Entire home/apt,2007.0,184.0,37.0,30,88,2021-10-13,1,5.0,1.0,364,,2110
Harlem's House of the Rising Sun,69509966930,unconfirmed,Toby Steven,Manhattan,Harlem,40.81133,-73.94326,United States,US,False,flexible,Private room,2015.0,362.0,72.0,3,4,2021-10-13,0,2.0,1.0,48,,2110
"Tranquil & Economical Room, 10min Walk to Station!",6058853500,unconfirmed,Kaz,Queens,Sunnyside,40.7365,-73.92049,United States,US,True,flexible,Private room,2016.0,498.0,100.0,30,10,2021-10-13,0,5.0,161.0,338,,2110
Spacious and affordable private room in Woodside,29795457679,verified,Kaz,Queens,Woodside,40.74202,-73.89363,United States,US,True,moderate,Private room,2013.0,377.0,75.0,30,10,2021-10-13,0,5.0,161.0,280,,2110
Antonio's place,33720479326,unconfirmed,Antonio,Queens,Long Island City,40.75111,-73.94933,United States,US,True,moderate,Private room,2012.0,439.0,88.0,30,66,2021-10-13,1,3.0,1.0,0,,2110
Entire 1-bdr apartment. Near 45th st/9th Ave NYC,50155812717,unconfirmed,Vlad,Manhattan,Midtown,40.74963,-73.98291,United States,US,True,flexible,Entire home/apt,2007.0,553.0,111.0,1,39,2021-10-13,2,4.0,1.0,0,,2110
Gorgeous Brooklyn brownstone,60355789467,unconfirmed,Abhinav,Brooklyn,Bedford-Stuyvesant,40.691,-73.93059,United States,US,True,flexible,Private room,2014.0,524.0,105.0,1,2,2021-10-13,0,3.0,3.0,180,,2110
Huge Artist Loft Space - Red Hook,48233082872,verified,Laia,Brooklyn,Red Hook,40.6774,-74.00789,United States,US,True,flexible,Entire home/apt,2010.0,565.0,113.0,4,3,2021-10-13,0,2.0,1.0,216,,2110
MESSAGE FOR BEST RATES | Jaw-dropping City Guest Room in The Times Square EDITION,13012612300,unconfirmed,Marc,Manhattan,Theater District,40.759148,-73.984161,United States,US,True,moderate,Private room,2007.0,388.0,78.0,1,1,2021-10-13,0,5.0,4.0,192,,2110
Private Garden Entry,76310578045,unconfirmed,Jeruschka,Brooklyn,Windsor Terrace,40.64788,-73.97837,United States,US,True,flexible,Entire home/apt,2017.0,805.0,161.0,3,283,2021-10-12,2,4.0,1.0,316,,2110
PRIVATE Studio Apt UWS-Great for Remote Working,68502414321,verified,Sabrina,Manhattan,Upper West Side,40.79991,-73.96277,United States,US,True,flexible,Entire home/apt,2013.0,911.0,182.0,30,149,2021-10-12,1,3.0,1.0,276,,2110
"★ Hidden Gem. Spacious. Restaurants, Cafés Galore.",68614222525,verified,Lei,Manhattan,Harlem,40.80469,-73.94801,United States,US,False,strict,Entire home/apt,2019.0,429.0,86.0,45,37,2021-10-12,0,2.0,1.0,115,,2110
Lg Park Slope apt with Washer/Dryer & Backyard,48429631127,verified,Annette,Brooklyn,Sunset Park,40.66577,-73.99359,United States,US,True,strict,Entire home/apt,2006.0,387.0,77.0,30,12,2021-10-12,0,5.0,2.0,0,,2110
Spacious Ocean-Side Studio in Brooklyn w/Parking,35048265722,verified,Maria,Brooklyn,Bath Beach,40.5999,-74.0044,United States,US,True,moderate,Entire home/apt,2009.0,161.0,32.0,2,83,2021-10-12,1,3.0,1.0,216,,2110
DOUBLE SHARED BATHROOM,72358823369,unconfirmed,Reservation Desk,Manhattan,Gramercy,40.73492,-73.98454,United States,US,True,flexible,Private room,2020.0,1005.0,201.0,30,5,2021-10-12,0,4.0,14.0,341,,2110
The East Village Sanctuary,39491739755,verified,Dominique,Manhattan,East Village,40.72883,-73.98753,United States,US,False,flexible,Entire home/apt,2007.0,159.0,32.0,30,1,2021-10-12,0,2.0,1.0,287,,2110
Private Room in Williamsburg . 2min walk to L,89718803268,verified,Yoko,Brooklyn,Williamsburg,40.71508,-73.94647,United States,US,True,strict,Private room,2018.0,653.0,131.0,5,55,2021-10-12,1,2.0,1.0,51,,2110
Hip Trendy and Convenient!,29453387498,unconfirmed,,Brooklyn,Bedford-Stuyvesant,40.69433,-73.94808,United States,US,True,flexible,Private room,2018.0,199.0,40.0,2,39,2021-10-12,1,4.0,2.0,11,,2110
A Chateau underneath,94169615174,verified,,Brooklyn,Cypress Hills,40.68866,-73.87381,United States,US,False,strict,Private room,2009.0,441.0,88.0,1,22,2021-10-12,0,3.0,2.0,293,,2110
30 Days min - Heart of Williamsburg 1bed/1.5bath,71850269712,verified,,Brooklyn,Williamsburg,40.71218,-73.95811,United States,US,False,flexible,Entire home/apt,2014.0,803.0,161.0,30,11,2021-10-12,0,5.0,3.0,182,,2110
Wall St | Classic Room + Financial Dist,59781492817,unconfirmed,,Manhattan,Financial District,40.70591,-74.00607,United States,US,False,flexible,Private room,2003.0,702.0,140.0,30,4,2021-10-12,0,5.0,5.0,15,,2110
Ultra cozy private room 20 min away from downtown,76306200083,unconfirmed,Abayomi,Brooklyn,Bedford-Stuyvesant,40.68763,-73.94493,United States,US,True,strict,Private room,2005.0,1000.0,200.0,1,9,2021-10-12,0,3.0,6.0,159,,2110
Superior Junior 1 bedroom apt. in the heart of NYC,4642869030,verified,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,United States,US,False,flexible,Entire home/apt,2019.0,1105.0,221.0,30,4,2021-10-12,0,4.0,83.0,365,,2110
Near Fulton Street / King Bed Hotel Room,14391705082,unconfirmed,Justin,Manhattan,Financial District,40.70449,-74.00513,United States,US,False,moderate,Private room,2005.0,771.0,154.0,1,20,2021-10-12,1,3.0,102.0,53,,2110
Private Corner Room Queens NY St. Johns University,87528769016,verified,Andrew,Queens,Jamaica Estates,40.72207,-73.79877,United States,US,True,strict,Private room,2017.0,593.0,119.0,30,2,2021-10-12,0,3.0,7.0,144,,2110
Deluxe Queen ROOM with Two Beds,34899276616,unconfirmed,Kristina,Manhattan,Hell's Kitchen,40.75549,-73.99417,United States,US,True,moderate,Private room,2018.0,485.0,97.0,5,1,2021-10-12,0,4.0,67.0,358,,2110
Cosy Room in Long Island City,37614615550,verified,Isa,Queens,Long Island City,40.75275,-73.93879,United States,US,False,moderate,Private room,2005.0,272.0,54.0,10,2,2021-10-12,0,3.0,1.0,136,,2110
Private Bliss Art Space 2,6552119538,unconfirmed,Garon,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,United States,US,True,strict,Private room,2012.0,782.0,156.0,30,59,2021-10-11,0,5.0,2.0,363,,2110
3 bdrm family friendly home in central Park Slope,43286139362,verified,Julie,Brooklyn,Park Slope,40.67219,-73.97672,United States,US,False,strict,Entire home/apt,2022.0,244.0,49.0,4,59,2021-10-11,0,5.0,1.0,0,,2110
A Nest in Brooklyn,36618502312,unconfirmed,Christine,Brooklyn,Bedford-Stuyvesant,40.69141,-73.94652,United States,US,True,strict,Private room,2017.0,552.0,110.0,7,64,2021-10-11,0,3.0,6.0,64,,2110
"1BR w/roof: Williamsburg, Brooklyn",78243250730,verified,Aaron,Brooklyn,Williamsburg,40.71541,-73.95528,United States,US,False,moderate,Entire home/apt,2019.0,1164.0,233.0,3,25,2021-10-11,0,3.0,1.0,0,,2110
Comfortable Room w/queen Bed F Flushing nearby NYP,50995430015,verified,Shirley,Queens,Flushing,40.74984,-73.82947,United States,US,True,strict,Private room,2022.0,897.0,179.0,30,57,2021-10-11,0,4.0,12.0,180,,2110
Blue Penthouse Harlem NYC private Brownstone,83821872397,verified,Ephraim,Manhattan,Harlem,40.81565,-73.94505,United States,US,False,moderate,Entire home/apt,2016.0,69.0,14.0,5,138,2021-10-11,2,2.0,4.0,0,,2110
Rent a room with amazing Hudson view,53755975610,unconfirmed,,Manhattan,Upper West Side,40.77751,-73.98677,United States,US,True,moderate,Private room,2008.0,154.0,31.0,1,25,2021-10-11,0,2.0,3.0,358,,2110
Ivoire Business Solutions LLC 1,16522819397,unconfirmed,,Bronx,University Heights,40.86222,-73.90217,United States,US,True,flexible,Private room,2019.0,777.0,155.0,2,14,2021-10-11,0,4.0,3.0,363,,2110
Amazing Apt in West Village NYC,64649979939,unconfirmed,,Manhattan,Chelsea,40.73995,-74.00219,United States,US,False,moderate,Entire home/apt,2007.0,758.0,152.0,5,13,2021-10-11,0,2.0,1.0,160,,2110
Slice of New York. Enjoy Ethnicity and culture,77575678487,unconfirmed,,Bronx,Olinville,40.88498,-73.86209,United States,US,True,strict,Private room,2019.0,1064.0,213.0,2,9,2021-10-11,0,2.0,1.0,364,,2110
Gorgeous place on the UWS—close to Central Park!,29863898326,verified,,Manhattan,Upper West Side,40.78764,-73.97929,United States,US,True,flexible,Entire home/apt,2004.0,776.0,155.0,4,6,2021-10-11,0,4.0,1.0,25,,2110
"Staypineapple New York, Celebrity King",27762921280,verified,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,US,True,flexible,Private room,2013.0,501.0,100.0,1,32,2021-10-11,1,5.0,18.0,354,,2110
Dominiques Upper Level 2bedroom crashpad-sleeps 5*,83116466706,unconfirmed,Vie,Bronx,Eastchester,40.87996,-73.83626,United States,US,False,moderate,Entire home/apt,2017.0,556.0,111.0,2,3,2021-10-11,0,4.0,6.0,358,,2110
"NoMo SoHo, Deluxe King Room",12344415546,verified,NoMo SoHo,Manhattan,Tribeca,40.7227,-74.00836,United States,US,True,flexible,Private room,2021.0,986.0,197.0,1,10,2021-10-11,0,4.0,9.0,28,,2110
Emmy's Place - Bedroom 3,3774339759,unconfirmed,Emelia,Queens,Rosedale,40.65498,-73.73137,United States,US,True,moderate,Private room,2007.0,380.0,76.0,30,41,2021-10-11,1,3.0,4.0,66,,2110
NEW Studio (Clinton Hill) - rare find,63598028216,verified,Romney,Brooklyn,Clinton Hill,40.6945,-73.9653,United States,US,True,moderate,Entire home/apt,2019.0,863.0,173.0,4,8,2021-10-11,0,5.0,1.0,0,,2110
Ultra Peaceful Private Queen Room In Duplex Apt,95589253836,verified,Abayomi,Brooklyn,Bedford-Stuyvesant,40.68864,-73.9441,United States,US,False,flexible,Private room,2008.0,658.0,132.0,1,22,2021-10-11,0,4.0,6.0,161,,2110
DSB 8 · DOUBLE SHARED BATHROOM,71936737559,unconfirmed,Reservation Desk,Manhattan,Gramercy,40.73602,-73.98495,United States,US,False,moderate,Private room,2005.0,1071.0,214.0,30,2,2021-10-11,0,2.0,14.0,336,,2110
